Product_ID,Category,Brand,Season,Price,Stock,Rating,Discount
CAT0301,Jacket,Nike,Monsoon,101147,197,3.3,80.0
CAT0302,T-Shirt,Levis,Festive,108016,195,1.2,80.0
CAT0303,Jeans,Nike,Winter,29470,314,1.6,80.0
CAT0304,T-Shirt,FabIndia,Monsoon,70026,307,3.5,80.0
CAT0305,Dress,FabIndia,Winter,35074,213,1.8,80.0
CAT0306,Shirt,FabIndia,Winter,81870,493,3.0,80.0
CAT0307,Jacket,H&M,Winter,40884,459,3.2,80.0
CAT0308,Shirt,Adidas,Monsoon,68266,20,2.1,80.0
CAT0309,Shirt,Nike,Festive,40175,368,4.8,80.0
CAT0310,Jacket,Adidas,Monsoon,94653,363,4.4,80.0
CAT0311,Jeans,H&M,Festive,2309,483,3.9,80.0
CAT0312,Dress,H&M,Winter,49090,155,1.3,80.0
CAT0313,T-Shirt,Biba,Summer,79586,94,1.4,80.0
CAT0314,Kurta,Levis,Winter,77126,109,3.0,80.0
CAT0315,T-Shirt,Levis,Festive,14828,113,1.6,80.0
CAT0316,Kurta,Zara,Monsoon,61225,445,4.9,80.0
CAT0317,T-Shirt,H&M,Winter,47354,55,1.6,80.0
CAT0318,Jacket,Nike,Monsoon,12171,53,2.9,80.0
CAT0319,Dress,Biba,Monsoon,6922,287,2.5,80.0
CAT0320,Kurta,Biba,Monsoon,67313,190,3.6,80.0
CAT0321,Jeans,Adidas,Winter,110118,196,1.5,80.0
CAT0322,T-Shirt,Levis,Monsoon,73905,487,2.7,80.0
CAT0323,T-Shirt,H&M,Monsoon,23614,123,2.1,80.0
CAT0324,Kurta,Zara,Winter,51287,264,4.6,80.0
CAT0325,Jeans,H&M,Monsoon,30382,390,1.2,80.0
CAT0326,Jeans,Adidas,Winter,61647,389,4.7,80.0
CAT0327,Jacket,FabIndia,Festive,108167,39,4.3,80.0
CAT0328,Jacket,H&M,Festive,74174,273,2.2,80.0
CAT0329,Jacket,Adidas,Festive,100635,107,4.2,80.0
CAT0330,Jacket,FabIndia,Monsoon,110048,322,1.1,80.0
CAT0331,Jacket,FabIndia,Summer,51598,376,4.9,80.0
CAT0332,Jacket,Zara,Summer,105618,338,3.1,80.0
CAT0333,Dress,Nike,Monsoon,84667,124,2.2,80.0
CAT0334,Jeans,Levis,Summer,1051,285,2.5,80.0
CAT0335,Jacket,H&M,Winter,88130,497,1.3,80.0
CAT0336,Jeans,FabIndia,Summer,107744,290,5.0,80.0
CAT0337,Jeans,H&M,Monsoon,83747,284,1.2,80.0
CAT0338,Shirt,Nike,Monsoon,3031,270,3.6,80.0
CAT0339,Dress,Levis,Winter,30013,340,2.8,80.0
CAT0340,Jacket,Nike,Festive,111512,216,4.8,80.0
CAT0341,T-Shirt,Levis,Monsoon,5772,393,2.0,80.0
CAT0342,Kurta,Biba,Winter,1528,337,3.1,80.0
CAT0343,T-Shirt,Levis,Summer,83318,220,2.9,80.0
CAT0344,Dress,Zara,Summer,93997,224,3.8,80.0
CAT0345,Kurta,Nike,Winter,71336,420,1.3,80.0
CAT0346,Dress,FabIndia,Winter,45351,49,1.8,80.0
CAT0347,Jeans,Biba,Monsoon,107910,489,1.9,80.0
CAT0348,Kurta,Zara,Summer,59401,35,4.0,80.0
CAT0349,Jeans,H&M,Winter,72722,36,1.8,80.0
CAT0350,T-Shirt,Nike,Summer,39405,199,3.3,80.0
CAT0351,T-Shirt,Adidas,Winter,63362,92,1.9,80.0
CAT0352,Kurta,Adidas,Summer,50360,393,4.4,80.0
CAT0353,Kurta,FabIndia,Festive,116886,443,4.8,80.0
CAT0354,Jacket,Levis,Monsoon,22649,179,3.1,80.0
CAT0355,Dress,FabIndia,Summer,102702,422,2.4,80.0
CAT0356,Jacket,Adidas,Festive,51778,176,1.9,80.0
CAT0357,Dress,H&M,Summer,61510,197,1.2,80.0
CAT0358,Jacket,Biba,Summer,4753,178,2.1,80.0
CAT0359,Jeans,Biba,Festive,93459,298,3.6,80.0
CAT0360,Kurta,Nike,Summer,85623,476,3.1,80.0
CAT0361,T-Shirt,Biba,Summer,12782,238,4.8,80.0
CAT0362,Dress,Nike,Monsoon,30757,476,2.6,80.0
CAT0363,Dress,Nike,Festive,92023,106,3.8,80.0
CAT0364,T-Shirt,Nike,Festive,65906,376,3.0,80.0
CAT0365,Jacket,Adidas,Winter,47144,25,3.1,80.0
CAT0366,Dress,Adidas,Summer,63532,288,2.1,80.0
CAT0367,Jeans,Levis,Monsoon,70504,144,2.8,80.0
CAT0368,Kurta,Zara,Summer,56494,35,2.9,80.0
CAT0369,T-Shirt,Nike,Summer,53925,361,3.8,80.0
CAT0370,Kurta,Nike,Winter,7499,21,4.8,80.0
CAT0371,Dress,Zara,Summer,71304,81,2.3,80.0
CAT0372,Dress,FabIndia,Monsoon,27614,142,1.2,80.0
CAT0373,T-Shirt,Nike,Monsoon,42774,115,3.0,80.0
CAT0374,Jeans,Levis,Winter,37494,229,3.2,80.0
CAT0375,Shirt,Biba,Summer,83941,382,1.7,80.0
CAT0376,T-Shirt,Biba,Monsoon,24449,462,4.0,80.0
CAT0377,Shirt,H&M,Summer,48125,186,4.9,80.0
CAT0378,Jacket,H&M,Summer,1612,291,4.8,80.0
CAT0379,Shirt,Biba,Summer,81591,142,1.8,80.0
CAT0380,Jeans,Biba,Winter,90606,31,4.5,80.0
CAT0381,Jacket,Adidas,Summer,81938,472,3.8,80.0
CAT0382,Shirt,Levis,Monsoon,106690,278,2.8,80.0
CAT0383,Jacket,Zara,Summer,40731,421,3.2,80.0
CAT0384,Shirt,H&M,Monsoon,100522,170,4.4,80.0
CAT0385,Jeans,Adidas,Summer,71439,116,2.9,80.0
CAT0386,Shirt,Adidas,Monsoon,105691,288,2.5,80.0
CAT0387,Shirt,Zara,Monsoon,14325,362,3.0,80.0
CAT0388,Shirt,Adidas,Summer,6341,244,3.3,80.0
CAT0389,T-Shirt,Levis,Summer,83584,27,1.8,80.0
CAT0390,T-Shirt,Biba,Monsoon,84668,251,4.6,80.0
CAT0391,T-Shirt,Nike,Festive,80308,126,3.7,80.0
CAT0392,Jeans,Zara,Winter,66687,295,3.5,80.0
CAT0393,Jacket,Biba,Festive,115871,291,1.4,80.0
CAT0394,Dress,Biba,Festive,47795,153,3.4,80.0
CAT0395,Shirt,FabIndia,Summer,108686,214,1.5,80.0
CAT0396,Shirt,Zara,Winter,23433,48,1.3,80.0
CAT0397,Jeans,Adidas,Festive,87121,426,3.1,80.0
CAT0398,Shirt,Nike,Summer,92909,163,2.6,80.0
CAT0399,T-Shirt,Zara,Festive,59273,185,3.4,80.0
CAT0400,Dress,Adidas,Festive,102930,458,1.4,80.0
CAT0401,Kurta,Biba,Summer,30174,250,2.7,80.0
CAT0402,Shirt,Nike,Summer,49780,431,1.7,80.0
CAT0403,T-Shirt,Adidas,Summer,30884,395,4.9,80.0
CAT0404,Kurta,Levis,Winter,665,378,3.2,80.0
CAT0405,Dress,Adidas,Festive,110932,143,3.7,80.0
CAT0406,Kurta,FabIndia,Summer,66877,55,2.3,80.0
CAT0407,T-Shirt,Biba,Monsoon,97950,59,1.4,80.0
CAT0408,Jacket,Adidas,Festive,109314,175,4.9,80.0
CAT0409,Jacket,H&M,Monsoon,46366,115,2.1,80.0
CAT0410,Kurta,H&M,Winter,71983,225,2.7,80.0
CAT0411,Jeans,FabIndia,Summer,58905,155,3.6,80.0
CAT0412,Kurta,Levis,Monsoon,28006,420,1.1,80.0
CAT0413,Shirt,Biba,Winter,115109,434,4.2,80.0
CAT0414,Shirt,Zara,Summer,74020,81,3.1,80.0
CAT0415,Jacket,FabIndia,Monsoon,24312,485,2.1,80.0
CAT0416,Jeans,Levis,Monsoon,6158,339,1.2,80.0
CAT0417,T-Shirt,Zara,Winter,8137,282,1.6,80.0
CAT0418,Shirt,H&M,Summer,62682,256,4.6,80.0
CAT0419,Jacket,H&M,Summer,96652,455,3.7,80.0
CAT0420,Dress,Zara,Monsoon,3482,422,2.0,80.0
